Date,VX60d,VX90d,VF75,VVIX,VIX,sigma_now,ema63,macd,roll_mu,roll_sd,roll_rank,roc_3m,roc_1m,vix_spread,spike_level,atr10,vf75_change_10d_atr
2013-02-28,17.02,17.1375,17.0787,86.56999969482422,15.510000228881836,0.8656999969482422,17.90402000065586,0.1244856347641985,,,,,2.390287769784183,-1.5686997711181654,,0.4366300000000002,1.2566704074387922
2013-03-01,17.34,17.4114,17.3757,87.83000183105469,15.359999656677246,0.8783000183105468,17.887510000635366,0.1752332974312871,,,,,1.493574766355121,-2.0157003433227523,,0.45533,2.0989172687940543
2013-03-04,16.52,16.7596,16.6398,82.2699966430664,14.010000228881836,0.822699966430664,17.84851906311551,0.0557160905062303,,,,,-3.871750433275545,-2.629799771118165,,0.5259199999999996,0.474977182841498
2013-03-05,16.34,16.5757,16.4579,79.31999969482422,13.479999542236328,0.8,17.80506221739315,-0.0498802225226739,,,,,-3.302585193889551,-2.9779004577636705,,0.4791099999999998,1.4984032894324868
2013-03-06,16.31,16.5514,16.4307,78.77999877929688,13.529999732971191,0.8,17.762113398099615,-0.1130266765142984,,,,,-4.914930555555552,-2.9007002670288102,,0.4008299999999994,-0.2976324127435552
2013-03-07,16.07,16.375,16.2225,77.16000366210938,13.0600004196167,0.8,17.714000479409002,-0.1833852846754986,,,,,-5.573341094295692,-3.162499580383301,,0.4036499999999997,-1.2572773442338676
2013-03-08,16.02,16.3468,16.1834,76.6500015258789,12.59000015258789,0.8,17.66616921442747,-0.2223051900687807,,,,,-5.026995305164316,-3.5933998474121083,,0.3785799999999998,-0.6783242643562841
2013-03-11,15.52,16.0857,15.8029,77.31999969482422,11.5600004196167,0.8,17.607942051476613,-0.3064353650521418,,,,,-6.98705120659211,-4.2428995803833,,0.3055099999999998,-5.723216915976574
2013-03-12,15.79,16.2921,16.0411,79.98999786376953,12.270000457763672,0.8,17.55897823736797,-0.2945461619449112,,,,,-3.772645470905833,-3.771099542236328,,0.32361,-4.84379345508482
2013-03-13,15.82,16.3629,16.0914,84.36000061035156,11.829999923706056,0.8436000061035156,17.51311641745022,-0.2641453715053075,,,,,-2.29872495446265,-4.2614000762939455,,0.24574,-2.800520875722301
2013-03-14,15.72,16.32,16.02,83.5,11.300000190734863,0.835,17.4664565294049,-0.2477951402300462,,,,,-2.554744525547459,-4.719999809265136,,0.2229699999999997,-4.748172399874436
2013-03-15,15.82,16.4721,16.1461,85.72000122070312,11.300000190734863,0.8572000122070312,17.425195387861,-0.2026333347284641,,,,,-2.322444041137328,-4.846099809265137,,0.2058800000000001,-5.972411113269851
2013-03-18,16.34,16.8668,16.6034,93.06999969482422,13.359999656677246,0.9306999969482422,17.399514281990342,-0.0800726204071544,,,,,1.1169305724725964,-3.2434003433227545,,0.1780200000000004,-0.2044714077070011
2013-03-19,16.21,16.925,16.5675,94.38999938964844,14.390000343322754,0.9438999938964844,17.373513835678143,-0.0130630398232121,,,,,1.0829774252592903,-2.177499656677245,,0.1634200000000003,0.670664545343288
2013-03-20,15.93,16.6725,16.3012,89.44999694824219,12.670000076293944,0.8944999694824218,17.3400040283132,-0.0248736109265195,,,,,3.5654383735705286,-3.631199923706056,,0.1873300000000003,-0.691293439385042
2013-03-21,16.12,16.92,16.52,93.9800033569336,13.989999771118164,0.939800033569336,17.314378902428412,0.0112381394395164,,,,,-0.1812688821752339,-2.5300002288818355,,0.18839,1.5791708689420847
2013-03-22,15.96,16.9057,16.4329,91.77999877929688,13.56999969482422,0.9177999877929688,17.286832686727525,0.0147477996753693,,,,,-1.775851763299463,-2.8629003051757813,,0.1931899999999999,1.2914747140121192
2013-03-25,15.8343,16.7657,16.3,88.86000061035156,13.739999771118164,0.8886000061035156,17.25599416526729,-0.0092632420791609,,,,,-0.8527876789820032,-2.5600002288818366,,0.1684299999999998,2.951374458231917
2013-03-26,15.6729,16.6568,16.1648,85.13999938964844,12.770000457763672,0.8513999938964844,17.221894347602685,-0.0482951115541716,,,,,-7.900224483516993,-3.394799542236328,,0.1581299999999998,0.7822677543793054
2013-03-27,15.8057,16.7614,16.2836,85.31999969482422,13.149999618530272,0.8531999969482422,17.192572649240102,-0.0456706983230255,,,,,-7.524732233113363,-3.1336003814697264,,0.1649799999999999,1.1649896957206922
2013-03-28,15.7404,16.76,16.2502,83.19999694824219,12.699999809265137,0.8319999694824218,17.163123503951347,-0.0483581432231794,,,,,-3.1550215738158194,-3.550200190734863,,0.1611799999999998,1.428216900359847
2013-04-01,16.0186,16.9843,16.5014,84.2300033569336,13.579999923706056,0.8423000335693359,17.142444644452866,0.0002565617492606,,,,,-3.3802338585489533,-2.9214000762939456,,0.1736899999999998,2.045598480050665
2013-04-02,15.62,16.6743,16.1471,80.48999786376953,12.779999732971191,0.8048999786376954,17.111340124313713,-0.0394615383497836,,,,,-7.070794270158897,-3.367100267028807,,0.16339,-2.7927045718832377
